"id","name","specialization","degree","hospital_name","link"
658,"Dr. Roma Pradhan","Cancer Care 
                                                    Endocrine and Breast Surgery","MCh , MS General Surgery , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-roma-pradhan"
659,"Dr. Ruchika Tahilyani","Gynaecology, Gynaeoncology & Obstetrics","PDCC – Maternal and Fetal Medicine , M.S. Obstetrics and gynecology , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gynaecology/doctor/dr-ruchika-tahilyani"
660,"Dr. Ruchita Sharma","Internal Medicine","Post Graduate Program in Infectious diseases, Certificate in Primary Care Rheumatology, D.N.B. (Medicine), M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/internal-medicine/doctor/dr-ruchita-sharma"
661,"Dr. Saif N Shah","Orthopaedics","FJR , Arthroplasty Fellow , MCh , MNAMS , DNB-Ortho , D-Orth , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/orthopaedics/doctor/dr-saif-n-shah"
662,"Dr. Sakshi Manchanda","Internal Medicine","PG Diploma Clinical Endocrinology And Diabetes , DNB (Internal Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/internal-medicine/doctor/dr-sakshi-manchanda"
663,"Dr. Sandeep Kumar Verma","GI Surgery 
                                                    Gastrosciences","FACS , FIAGES , FMAS , MCh Surgical gastroenterology , M.S. (General Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gastroenterology/doctor/dr-sandeep-kumar-verma"
664,"Dr. Sandeep Kumar Verma","GI Surgery 
                                                    Gastrosciences","FACS , FIAGES , FMAS , MCh Surgical gastroenterology , M.S. (General Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gi-surgery/doctor/dr-sandeep-kumar-verma"
665,"Dr. Saumitra Dwivedi","Orthopaedics","M.S. (Ortho) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/orthopaedics/doctor/dr-saumitra-dwivedi"
666,"Dr. Shahzeene Dhuria","Rheumatology and Immunology","Fellowship in Rheumatology and Clinical Immunology , M.D ( Internal Medicine ) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/clinical-immunology-and-rheumatology/doctor/dr-shahzeene-dhuria"
667,"Dr. Shefali Porwal","Dermatology","Fellowship in Lasers & Aesthetics , MD (Dermatology, Venereology & Leprosy) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/dermatology/doctor/dr-shefali-porwal"
668,"Dr. Swetabh Verma","Orthopaedics","F.M.I.S.S. (Spine) , F.N.B. (Spine) , M.S. (Orthopaedics) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/orthopaedics/doctor/dr-swetabh-verma"
669,"Dr. Vaibhav Pathak","Diabetes Care","MBBS , MD MEDICINE , DM ENDOCRINOLOGY","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/endocrinology-diabetology/doctor/dr-vaibhav-pathak"
670,"Dr. Vijaya Mohan","Paediatric Care","PGCC in Adolescent Medicine , DCH , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/paediatrics/doctor/dr-vijaya-mohan"
671,"Dr. Vipul Prakash","Critical Care","DM Pulmonary critical care and sleep medicine , European Diploma in adult respiratory medicine , MD – Internal Medicine , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/critical-care/doctor/dr-vipul-prakash"
672,"Dr. Vivek Gupta","Liver Transplant","Fellowship (Multi Organ Transplant) , Fellowship (Surgical Gastroenterology and Liver Transplant) , MS (General Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/liver-transplantation/doctor/dr-vivek-gupta"
673,"Dr. Vivekanand Singh","Head & Neck cancer 
                                                    Cancer Care","Fellowship , M.S. (E.N.T.) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-vivekanand-singh"
674,"Dr. Vivekanand Singh","Head & Neck cancer 
                                                    Cancer Care","Fellowship , M.S. (E.N.T.) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/head-neck-cancer/doctor/dr-vivekanand-singh"
675,"Dr. Abhishek Kumar","Emergency","M.Ch (Trauma Surgery & Critical Care) , MS (General Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/emergency/doctor/dr-abhishek-kumar-1"
676,"Dr. Anshuman Kumar","Diabetes Care","D.M (Endocrinology) , M.D , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/endocrinology-diabetology/doctor/dr-anshuman-kumar"
677,"Dr. Neeraj Kumar","Orthopaedics","M.S (orthopaedics) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/orthopaedics/doctor/dr-neeraj-kumar"
678,"Dr. Saket Sharma","Respiratory Medicine 
                                                    Respiratory & Sleep Medicine","DM (PULMONARY & CRITICAL CARE) , MD (TB & Respiratory Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/pulmonology/doctor/dr-saket-sharma-2"
679,"Dr. Saket Sharma","Respiratory Medicine 
                                                    Respiratory & Sleep Medicine","DM (PULMONARY & CRITICAL CARE) , MD (TB & Respiratory Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/respiratory-medicine/doctor/dr-saket-sharma-2"
680,"Dr. Sanjoy Kumar","GI Surgery 
                                                    Gastrosciences","FRCS , MS (General Surgery) , MBBS (Hons)","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/gastroenterology/doctor/dr-sanjoy-kumar"
681,"Dr. Sanjoy Kumar","GI Surgery 
                                                    Gastrosciences","FRCS , MS (General Surgery) , MBBS (Hons)","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/gi-surgery/doctor/dr-sanjoy-kumar"
682,"Dr. Vijay Kumar","Critical Care","MD , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-vijay-kumar"
683,"Dr. (LT. COL) Santosh Kumar Singh","Orthopaedics","DNB – Orthopaedic Surgery , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/orthopaedics/doctor/dr-santosh-kumar-singh"
684,"Dr. Amanjee Bharti","GI Surgery 
                                                    Gastrosciences","FICS , DNB (General Surgery) , MS (General Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/gastroenterology/doctor/amanjee-bharti"
685,"Dr. Amanjee Bharti","GI Surgery 
                                                    Gastrosciences","FICS , DNB (General Surgery) , MS (General Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/gi-surgery/doctor/amanjee-bharti"
686,"Dr. Amrita Swati","Respiratory Medicine 
                                                    Respiratory & Sleep Medicine","M.D. Respiratory Medicine , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/pulmonology/doctor/dr-amrita-swati"
687,"Dr. Amrita Swati","Respiratory Medicine 
                                                    Respiratory & Sleep Medicine","M.D. Respiratory Medicine , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/respiratory-medicine/doctor/dr-amrita-swati"
688,"Dr. Apurva","Dentistry","Master Of Dental Surgery (MDS) , Bachelor Of Dental Surgery (BDS)","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/dentistry/doctor/dr-apruva"
689,"Dr. Archana Kumari","Radiology & Imaging","DNB in Radiodiagnosis , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/radiology/doctor/dr-archana-kumari"
690,"Dr. Avinash Kumar","Radiology & Imaging","Post-Doctoral Fellowship , DNB (Radio-diagnosis) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/radiology/doctor/dr-avinash-kumar"
691,"Dr. Avinash Kumar","GI Surgery 
                                                    Gastrosciences","Senior Resident , M.S , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/gastroenterology/doctor/dr-avinash-kumar-2"
692,"Dr. Avinash Kumar","GI Surgery 
                                                    Gastrosciences","Senior Resident , M.S , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/gi-surgery/doctor/dr-avinash-kumar-2"
693,"Dr. Deepti Nandini","Critical Care","IDCCM , DNB ANESTHESIA","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-deepti-nandini"
694,"Dr. Gaurav Kumar","GI Surgery 
                                                    Gastrosciences","DNB (General Surgery) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/gastroenterology/doctor/dr-gaurav-kumar"
695,"Dr. Gaurav Kumar","GI Surgery 
                                                    Gastrosciences","DNB (General Surgery) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/gi-surgery/doctor/dr-gaurav-kumar"
696,"Dr. Gunjan Kumar","Critical Care","FNB (CRITICAL CARE) , MD ( Anaesthesia & critical care)","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-gunjan-kumar"
697,"Dr. Jitendra Kumar Singh","ENT (Ear,Nose,Throat)","M.S ( ENT ) , PGDHHM , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/ent/doctor/dr-jitendra-kumar-singh"
698,"Dr. Jyotish Chandra Pandey","Critical Care","MD (ANAESTHESIA) , PDCC (Neuro- Anaesthesia)","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-jyotish-chandra-pandey"
699,"Dr. Kishore Jhunjhunwala","Critical Care","MD (Anaesthesiology and Critical Care) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-kishore-jhunjhunwala"
700,"Dr. MRITYUNJAY KUMAR SINGH","Internal Medicine","MD, Medicine , PGCC Diabetes , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/internal-medicine/doctor/dr-mrityunjay-kumar-singh"
701,"Dr. Neeraj Bharti","Internal Medicine","Distant Fellowship in Diabetes Management , Fellowship in Non-Invasive Cardiology , M.D (Internal Medicine) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/internal-medicine/doctor/dr-neeraj-bharti"
702,"Dr. Prakash Kumar","Plastic, Aesthetic and Reconstructive Surgery","M.ch (Plastic Surgery) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/plastic-surgery/doctor/dr-prakash-kumar"
703,"Dr. Rajeev Ranjan","Critical Care","PDCC , MD , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-rajeev-ranjan"
704,"Dr. Rajiv Ranjan Sinha","Orthopaedics","MBBS (Pats) Hons , MS (Orth) , FRCS (Edin) , FRCS (Ire) , M.Ch (Orth) Liverpool , FRCS (Trauma & Orth)","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/orthopaedics/doctor/dr-rajiv-ranjan-sinha"
705,"Dr. Ranjan Kumar","Radiology & Imaging","FRCR , DMRD , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/radiology/doctor/dr-ranjan-kumar"
706,"Dr. Reyaz Anjum","Radiology & Imaging","DNB (RADIODIAGNOSIS) , DMRD , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/radiology/doctor/dr-reraz-anjum"
707,"Dr. Rinita Paul","Critical Care","Fellowship in Pediatric Anaesthesia , DNB Anaesthesiology , Diploma Anaesthesiology , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-rinita-paul"
708,"Dr. Saket Ballabh","Radiology & Imaging","MICR , EDIR , DNB , DMRD , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/radiology/doctor/dr-saket-ballabh"
709,"Dr. Sanjeet Kumar","Critical Care","PDCC (Critical Care Medicine) , DNB (Anesthesiology) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-sanjeet-kumar"
710,"Dr. Shabana Hasan","Dentistry","PG (Certificate) , Bachelors of Dental Surgery","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/dentistry/doctor/dr-shabana-hasan"
711,"Dr. Tarique Naiyer Jamil","Internal Medicine","M.D , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/internal-medicine/doctor/dr-tarique-naiyer-jamil"
712,"Dr. Vivek Ranjan","Paediatric Care","DNB , DCH , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/Paediatrics/doctor/dr-vivek-ranjan"
713,"Dr. Avinash Kumar Jha","GI Surgery 
                                                    Gastrosciences","MBBS , M.S (General Surgery) , FNB","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/gastroenterology/doctor/dr-avinash-kumar-jha"
714,"Dr. Avinash Kumar Jha","GI Surgery 
                                                    Gastrosciences","MBBS , M.S (General Surgery) , FNB","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/gi-surgery/doctor/dr-avinash-kumar-jha"
715,"Dr. Debdutta Bandhopadhay","Respiratory & Sleep Medicine","DNB (Pulmonary Medicine) , DTCD , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/respiratory-medicine/doctor/dr-debdutta-bandhopadhay"
716,"Dr. Nilesh Mishra","Orthopaedics","DNB (Ortho) , D. Ortho , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/orthopaedics/doctor/dr-nilesh-mishra"
717,"Dr. Ramesh Chandra","Gastroenterology 
                                                    Gastrosciences","DM (Gastroenterology) , MD (Medicine)","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/gastroenterology/doctor/dr-ramesh-chandra"
718,"Dr. Ramesh Chandra","Gastroenterology 
                                                    Gastrosciences","DM (Gastroenterology) , MD (Medicine)","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/digestive-and-hepatobiliary/doctor/dr-ramesh-chandra"
721,"Dr. N.A.M. Ali","GI Surgery 
                                                    Gastrosciences","MS. (General Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/gastroenterology/doctor/dr-n-a-m-ali"
722,"Dr. N.A.M. Ali","GI Surgery 
                                                    Gastrosciences","MS. (General Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/gi-surgery/doctor/dr-n-a-m-ali"
